date,geartype,hours,lat,lon,vesselIDs
2016,set_gillnets,13.189999999999998,55.8,-5.6,2
2016,set_gillnets,1.2,55.8,-5.4,1
2016,fishing,0.0,56.1,-5.6,1
2016,trawlers,61.41111111111112,56.0,-5.4,5
2016,fishing,81.26694444444443,55.0,-5.4,2
2016,set_longlines,0.9419444444444445,55.7,-5.6,1
2016,trawlers,3.2269444444444444,55.2,-5.6,3
2016,dredge_fishing,0.25194444444444447,55.1,-5.5,1
2016,fishing,13.750555555555557,55.1,-5.1,3
2016,fishing,18.78527777777778,55.3,-5.5,1
2016,pots_and_traps,4.044166666666667,55.4,-5.2,1
2016,set_gillnets,1.5924999999999998,55.3,-5.0,1
2016,dredge_fishing,2.0275000000000003,55.2,-4.9,1
2016,fishing,300.8041666666667,55.9,-4.9,1
2016,dredge_fishing,0.7702777777777777,55.0,-5.4,1
2016,set_longlines,1.0916666666666668,55.8,-5.6,1
2016,fishing,4.395277777777778,55.0,-5.3,1
2016,set_gillnets,51.25805555555556,55.8,-4.9,1
2016,set_gillnets,96.3175,55.8,-5.0,1
2016,pots_and_traps,3.433611111111111,55.4,-5.3,1
2016,dredge_fishing,0.2722222222222222,55.2,-5.0,1
2016,trawlers,12.169444444444444,55.9,-4.7,1
2016,fishing,2.8036111111111115,55.9,-5.1,1
2017,trawlers,1231.4199999999998,55.4,-5.2,42
2017,trawlers,1775.2875,55.5,-5.0,40
2017,trawlers,125.89361111111108,55.6,-4.7,20
2017,trawlers,234.22944444444443,55.5,-4.7,28
2017,trawlers,419.96944444444455,55.2,-5.0,42
2017,trawlers,1384.4644444444446,55.6,-4.8,37
2017,trawlers,1175.8183333333334,55.4,-4.8,50
2017,trawlers,2410.3805555555555,55.6,-5.0,39
2017,trawlers,1840.073333333333,55.7,-4.9,39
2017,trawlers,37.4275,55.4,-4.7,7
2017,trawlers,902.6716666666666,55.3,-4.9,51
2017,trawlers,2126.4044444444457,55.2,-5.2,56
2017,trawlers,3018.2761111111113,55.3,-5.2,59
2017,trawlers,2849.810555555556,55.3,-5.1,64
2017,trawlers,526.146388888889,55.8,-5.3,16
2017,trawlers,4231.164722222224,55.6,-4.9,46
2017,trawlers,1688.5441666666668,55.7,-5.0,44
2017,trawlers,1351.334444444445,55.1,-5.2,46
2017,fishing,6.12,55.4,-4.9,1
2017,set_gillnets,77.69944444444444,55.8,-5.0,1
2017,set_gillnets,30.470555555555556,55.8,-4.9,1
2017,trawlers,918.9372222222222,55.1,-5.3,34
2017,trawlers,3891.5024999999996,55.5,-4.9,44
2017,trawlers,2377.526944444444,55.4,-4.9,58
2017,trawlers,1942.1580555555554,55.3,-5.0,59
2017,set_gillnets,27.625833333333336,55.8,-5.4,2
2017,trawlers,187.87805555555553,55.0,-5.5,6
2017,trawlers,1363.970833333333,55.4,-5.3,46
2017,trawlers,1092.8033333333333,55.6,-5.4,20
2017,trawlers,253.01166666666663,55.0,-5.2,29
2017,trawlers,2042.014444444446,55.3,-5.3,49
2017,trawlers,2617.1500000000005,55.5,-4.8,53
2017,trawlers,3.0947222222222224,56.1,-5.6,3
2017,trawlers,1028.0630555555556,55.5,-5.5,21
2017,trawlers,961.9277777777776,55.2,-5.3,41
2017,trawlers,273.08,55.1,-5.1,23
2017,trawlers,2306.0749999999994,55.4,-5.4,50
2017,trawlers,976.1674999999998,55.4,-5.1,43
2017,trawlers,2268.2322222222224,55.4,-5.0,61
2017,trawlers,171.18388888888893,55.1,-5.5,4
2017,dredge_fishing,11.643888888888888,55.8,-5.4,1
2017,trawlers,2284.449166666667,55.5,-5.4,24
2017,trawlers,1113.3783333333338,55.2,-5.1,53
2017,trawlers,95.24805555555554,55.2,-4.9,19
2017,trawlers,526.3658333333334,55.8,-5.2,21
2017,trawlers,1163.5544444444447,55.7,-5.1,29
2017,other_purse_seines,1.5022222222222221,55.8,-5.2,1
2017,trawlers,783.8591666666667,55.6,-5.1,27
2017,trawlers,9.594444444444445,56.1,-5.5,4
2017,set_gillnets,0.9158333333333334,55.7,-5.0,1
2017,trawlers,999.3477777777778,55.4,-5.5,30
2017,trawlers,71.61833333333333,55.1,-5.4,7
2017,trawlers,228.5563888888889,55.9,-5.4,8
2017,trawlers,418.9713888888887,55.3,-5.4,41
2017,trawlers,21.139166666666668,55.2,-5.5,4
2017,trawlers,2020.0125,55.8,-4.9,14
2017,fishing,34.07138888888888,55.5,-5.0,1
2017,fishing,252.88583333333352,55.5,-4.9,1
2017,fishing,21.010833333333338,55.3,-5.3,1
2017,fishing,44.23638888888888,55.3,-5.0,1
2017,trawlers,7.436111111111112,55.4,-5.6,3
2017,fishing,177.39694444444444,55.9,-4.9,2
2017,trawlers,9.376388888888888,55.8,-5.1,7
2017,trawlers,458.6633333333333,55.6,-5.5,13
2017,fishing,17.653055555555554,55.2,-5.4,2
2017,dredge_fishing,68.92777777777779,55.8,-5.6,1
2017,trawlers,49.617777777777775,55.0,-5.6,9
2017,dredge_fishing,0.5283333333333333,55.1,-5.1,1
2017,fishing,44.73250000000001,55.1,-5.2,2
2017,fishing,0.8825000000000001,55.4,-5.0,1
2017,trawlers,63.4261111111111,55.0,-5.4,7
2017,fishing,57.1138888888889,55.0,-5.6,1
2017,fishing,13.064166666666667,55.1,-5.3,1
2017,set_gillnets,144.7838888888889,55.9,-4.7,1
2017,trawlers,48.71777777777778,55.1,-5.6,5
2017,trawlers,2096.541388888889,55.7,-5.4,13
2017,trawlers,386.93000000000006,55.7,-5.3,14
2017,trawlers,190.4716666666667,56.0,-5.4,5
2017,trawlers,1041.5275000000001,55.8,-5.0,16
2017,set_gillnets,26.820833333333333,55.7,-5.6,3
2017,trawlers,4.003611111111111,55.8,-5.4,3
2017,fishing,191.1908333333334,55.2,-5.2,1
2017,set_gillnets,10.26361111111111,55.9,-5.0,1
2017,set_gillnets,1038.092222222222,55.9,-5.4,2
2017,set_gillnets,93.675,55.8,-5.2,1
2017,set_gillnets,34.5,56.0,-5.4,2
2017,set_gillnets,1.7724999999999997,55.3,-5.0,1
2017,pots_and_traps,1.2002777777777778,55.1,-5.1,1
2017,fishing,119.67333333333332,55.2,-5.3,1
2017,fishing,9.074444444444444,55.1,-5.1,2
2017,trawlers,662.1441666666667,55.7,-5.2,24
2017,trawlers,17.4925,55.9,-5.3,5
2017,dredge_fishing,0.8844444444444444,55.3,-4.9,1
2017,dredge_fishing,8.320833333333333,55.7,-5.1,1
2017,trawlers,25.471666666666668,55.5,-5.1,6
2017,set_gillnets,17.93611111111111,55.8,-5.6,3
2017,trawlers,10.228055555555555,55.3,-5.5,5
2017,set_gillnets,40.453611111111115,55.2,-5.0,2
2017,set_gillnets,1.2661111111111112,56.0,-5.3,1
2017,dredge_fishing,6.7138888888888895,55.3,-5.4,1
2017,trawlers,959.0894444444446,56.0,-4.9,3
2017,set_longlines,1.8666666666666667,55.8,-5.6,1
2017,trawlers,7.682777777777777,55.2,-5.6,3
2017,trawlers,0.5277777777777778,55.7,-5.5,1
2017,trawlers,10.6325,55.1,-5.0,5
2017,trawlers,81.28944444444444,55.2,-5.4,8
2017,trawlers,11.675555555555555,55.9,-4.7,2
2017,fishing,1.0308333333333333,55.6,-4.8,1
2017,fishing,32.09444444444445,55.5,-4.8,1
2017,fishing,1.0638888888888889,55.3,-5.4,1
2017,set_gillnets,0.9544444444444445,56.0,-4.7,1
2017,dredge_fishing,1.3030555555555556,55.0,-5.5,1
2017,trawlers,8.239166666666666,55.9,-5.1,4
2017,trawlers,247.08194444444445,55.9,-5.0,9
2017,trawlers,1771.3461111111112,55.9,-4.9,12
2017,set_longlines,2.7333333333333334,56.0,-5.4,1
2017,set_gillnets,672.5355555555556,56.0,-4.8,1
2017,set_gillnets,170.21361111111113,56.0,-4.9,1
2017,trawlers,205.80416666666665,56.0,-4.8,2
2017,set_gillnets,463.21638888888884,55.2,-4.9,1
2017,trawlers,25.24527777777778,55.0,-5.3,8
2017,set_longlines,31.00166666666667,55.9,-4.9,1
2017,trawlers,27.52277777777778,56.1,-5.3,1
2017,set_gillnets,9.924999999999999,55.1,-5.0,1
2017,set_gillnets,162.29583333333335,55.9,-5.3,2
2017,fishing,0.0,55.2,-5.6,1
2017,dredge_fishing,1.061388888888889,55.2,-5.4,1
2017,dredge_fishing,5.592777777777778,55.2,-4.9,1
2017,fishing,2.2199999999999998,55.4,-5.5,1
2017,fishing,39.16583333333334,55.1,-5.5,1
2017,fishing,83.42361111111109,55.0,-5.5,1
2017,fishing,80.59222222222223,55.2,-5.1,1
2017,fishing,2.0869444444444443,55.6,-4.9,1
2017,trawlers,41.64611111111111,56.1,-4.9,2
2017,set_gillnets,37.77722222222222,55.8,-5.5,2
2017,set_longlines,2.3813888888888886,56.0,-4.9,1
2017,trawlers,4.804444444444444,55.0,-5.1,2
2017,trawlers,1.656388888888889,55.3,-4.8,2
2017,set_longlines,1.5422222222222224,56.1,-4.9,1
2017,trawlers,1.1194444444444445,55.3,-5.6,1
2017,trawlers,1.1925000000000001,56.0,-5.3,1
2017,set_longlines,4.423888888888889,56.1,-5.5,1
2017,fishing,20.010833333333334,55.0,-5.4,1
2017,fishing,0.6216666666666666,55.0,-5.1,1
2017,fishing,134.80249999999995,55.3,-5.2,1
2017,set_gillnets,20.586666666666662,56.1,-5.5,1
2017,dredge_fishing,0.0,55.8,-5.5,1
2017,set_longlines,20.655555555555555,56.1,-5.6,1
2017,fishing,8.412222222222223,56.0,-4.9,2
2017,fishing,33.29888888888889,55.1,-5.6,1
2017,set_gillnets,875.2872222222219,55.9,-4.9,1
2017,trawlers,16.35972222222222,55.9,-5.2,2
2017,fishing,0.8177777777777777,55.3,-4.9,1
2017,other_purse_seines,0.5391666666666667,56.0,-5.4,1
2017,set_gillnets,4.638611111111111,56.1,-5.6,1
2017,set_gillnets,8.78361111111111,55.8,-5.1,1
2017,dredge_fishing,3.8777777777777773,55.3,-5.5,1
2017,fishing,11.240277777777777,55.1,-5.4,1
2017,trawlers,12.890833333333333,55.7,-4.8,1
2017,fishing,9.467222222222222,55.2,-5.0,1
2017,other_purse_seines,1.3175000000000001,55.9,-5.3,1
2017,dredge_fishing,13.323333333333334,55.8,-5.1,1
2017,set_gillnets,3.95,55.9,-5.2,1
2017,dredge_fishing,1.779722222222222,55.2,-5.0,1
2017,fishing,1.3555555555555556,55.0,-5.3,1
2017,fishing,104.51250000000002,55.3,-5.1,1
2017,fishing,3.302777777777777,55.2,-5.5,1
2017,pots_and_traps,2.875,55.3,-5.0,1
2017,trawlers,4.65,56.1,-5.2,1
2017,set_longlines,8.189722222222223,55.7,-5.6,1
2017,set_gillnets,321.6069444444444,55.8,-5.3,1
2017,other_purse_seines,1.1727777777777777,55.8,-5.3,1
2018,trawlers,803.3277777777778,55.8,-5.2,22
2018,fishing,1.6861111111111111,55.9,-5.1,1
2018,trawlers,823.6319444444443,55.4,-5.5,29
2018,trawlers,2702.7094444444447,55.6,-4.9,33
2018,trawlers,2063.206944444444,55.6,-5.0,29
2018,trawlers,485.55861111111113,55.6,-5.5,11
2018,trawlers,1635.576388888889,55.4,-4.9,35
2018,trawlers,15.829166666666666,55.1,-5.4,7
2018,trawlers,2230.0944444444444,55.7,-5.4,12
2018,trawlers,1873.5294444444446,55.4,-5.4,42
2018,trawlers,647.5791666666667,55.9,-5.4,18
2018,trawlers,147.39944444444447,55.0,-5.2,22
2018,trawlers,47.075277777777764,55.9,-5.3,16
2018,trawlers,916.4416666666672,55.2,-5.2,44
2018,trawlers,809.1530555555556,55.3,-4.9,37
2018,trawlers,691.4913888888888,55.6,-5.1,22
2018,trawlers,2277.447222222222,55.5,-4.8,32
2018,trawlers,10.882777777777777,55.1,-5.0,3
2018,trawlers,41.2525,55.6,-4.7,10
2018,trawlers,311.4363888888889,55.3,-5.4,32
2018,trawlers,588.9988888888886,55.2,-5.3,29
2018,pots_and_traps,1.7733333333333334,55.2,-5.0,1
2018,trawlers,278.32722222222213,56.0,-5.4,17
2018,trawlers,1053.9966666666667,55.6,-5.4,14
2018,trawlers,975.7408333333333,55.4,-5.2,33
2018,trawlers,1503.4433333333336,55.7,-5.1,26
2018,trawlers,14.734722222222222,55.5,-5.1,3
2018,dredge_fishing,5.116388888888889,55.0,-5.1,1
2018,trawlers,155.1586111111111,55.9,-5.0,7
2018,trawlers,2383.733888888889,55.8,-4.9,9
2018,other_purse_seines,0.2725,56.0,-5.3,1
2018,trawlers,693.308888888889,55.4,-4.8,28
2018,trawlers,2093.2308333333335,55.5,-4.9,24
2018,trawlers,512.0652777777777,55.2,-5.0,38
2018,trawlers,22.955555555555556,55.2,-4.9,6
2018,trawlers,813.0994444444445,55.7,-5.2,22
2018,trawlers,1811.0972222222217,55.8,-5.0,11
2018,other_purse_seines,1.9994444444444444,55.9,-5.4,1
2018,set_longlines,1.7894444444444444,55.8,-5.6,1
2018,trawlers,10.494444444444445,55.0,-5.6,4
2018,trawlers,900.5394444444445,55.5,-5.5,12
2018,trawlers,2.8641666666666667,55.8,-5.5,1
2018,set_gillnets,0.8077777777777777,56.0,-5.3,1
2018,fishing,47.72638888888889,55.1,-5.2,2
2018,set_gillnets,930.1575,55.9,-5.4,2
2018,fishing,0.46972222222222215,55.3,-5.5,1
2018,trawlers,36.028333333333336,55.0,-5.4,5
2018,trawlers,2.4775,56.1,-5.6,2
2018,trawlers,1030.6605555555554,55.1,-5.3,24
2018,trawlers,0.8691666666666666,55.2,-5.6,1
2018,other_purse_seines,0.8172222222222223,56.0,-5.4,1
2018,trawlers,2339.0849999999996,55.5,-5.4,21
2018,trawlers,1680.2825,55.7,-5.0,32
2018,set_gillnets,0.783611111111111,55.7,-5.1,1
2018,set_gillnets,12.640833333333333,55.8,-4.9,1
2018,fishing,2.4033333333333333,56.0,-4.9,1
2018,trawlers,479.7591666666666,56.0,-4.8,3
2018,pots_and_traps,2.571944444444444,55.2,-4.9,1
2018,fishing,23.644166666666667,55.1,-5.1,3
2018,fishing,0.8202777777777779,55.6,-4.9,1
2018,set_gillnets,30.97361111111111,55.8,-5.2,1
2018,trawlers,3.4008333333333334,55.9,-5.1,4
2018,trawlers,6.361388888888889,55.3,-5.5,4
2018,trawlers,27.169444444444444,55.8,-5.1,6
2018,fishing,1.7491666666666665,55.2,-5.4,1
2018,set_gillnets,6.775555555555556,55.8,-5.4,2
2018,fishing,17.08888888888889,55.1,-5.4,1
2018,dredge_fishing,0.9872222222222222,55.8,-5.6,1
2018,trawlers,6.206666666666667,56.1,-5.2,4
2018,set_gillnets,356.5638888888889,56.0,-4.8,1
2018,trawlers,15.238611111111108,55.8,-5.4,5
2018,trawlers,1179.1930555555552,55.6,-4.8,20
2018,pots_and_traps,1.0916666666666668,55.3,-4.9,1
2018,trawlers,5.936666666666667,55.2,-5.4,2
2018,set_gillnets,24.783333333333335,56.0,-5.4,1
2018,set_gillnets,5.192222222222223,55.8,-5.1,1
2018,trawlers,1062.7308333333328,55.4,-5.3,44
2018,fishing,0.5413888888888889,55.3,-5.4,1
2018,trawlers,1447.9125000000006,55.3,-5.2,48
2018,set_gillnets,21.922777777777775,56.0,-4.9,1
2018,trawlers,1130.221388888889,56.0,-4.9,3
2018,fishing,1.0086111111111111,55.3,-4.9,1
2018,fishing,0.5305555555555557,55.2,-5.1,1
2018,other_purse_seines,0.9636111111111111,55.9,-5.3,1
2018,trawlers,1487.4066666666663,55.3,-5.1,53
2018,trawlers,10.924166666666668,55.0,-5.5,3
2018,fishing,2.936111111111111,55.2,-5.0,1
2018,fishing,6.999722222222223,55.4,-5.5,1
2018,set_gillnets,1.2497222222222222,55.7,-5.0,1
2018,trawlers,1608.3872222222226,55.5,-5.0,26
2018,trawlers,1.6555555555555557,55.2,-5.5,2
2018,trawlers,12.84416666666667,55.1,-5.5,3
2018,trawlers,1254.725833333333,55.3,-5.3,45
2018,trawlers,807.8166666666668,55.8,-5.3,20
2018,trawlers,502.9769444444444,55.7,-5.3,13
2018,trawlers,165.9302777777778,55.5,-4.7,15
2018,trawlers,785.108611111111,55.2,-5.1,48
2018,dredge_fishing,7.328333333333333,55.3,-5.5,1
2018,trawlers,7.419722222222223,56.1,-5.5,2
2018,trawlers,29.898611111111112,56.1,-4.9,1
2018,trawlers,911.7183333333335,55.7,-4.9,29
2018,trawlers,1811.7369444444448,55.4,-5.0,47
2018,trawlers,1380.5300000000004,55.3,-5.0,44
2018,trawlers,25.393333333333334,55.0,-5.3,8
2018,trawlers,15.839722222222221,56.1,-5.3,6
2018,trawlers,741.4338888888889,55.4,-5.1,35
2018,dredge_fishing,0.0,55.9,-5.4,1
2018,set_gillnets,101.7313888888889,55.8,-5.3,1
2018,trawlers,811.3266666666669,55.1,-5.2,35
2018,trawlers,14.705833333333333,55.1,-5.6,3
2018,trawlers,84.28722222222224,55.1,-5.1,9
2018,fishing,6.007222222222222,55.0,-5.1,3
2018,dredge_fishing,23.86916666666667,55.8,-5.5,1
2018,trawlers,0.8661111111111112,55.3,-4.8,1
2018,trawlers,3.5275,55.4,-5.6,4
2018,fishing,0.008333333333333333,55.5,-4.8,1
2018,fishing,42.72555555555556,55.9,-4.9,2
2018,fishing,3.714722222222223,55.9,-5.0,1
2018,other_purse_seines,0.7969444444444445,56.1,-5.3,1
2018,trawlers,1906.7216666666668,55.9,-4.9,7
2018,trawlers,10.249722222222221,56.0,-5.3,2
2018,fishing,16.175555555555558,55.0,-5.2,3
2018,set_gillnets,100.84166666666664,55.9,-5.3,2
2018,trawlers,25.986944444444443,55.9,-4.7,2
2018,trawlers,56.99944444444444,55.9,-5.2,3
2018,set_gillnets,358.2944444444444,55.9,-4.9,1
2018,other_purse_seines,0.2583333333333333,55.8,-5.3,1
2018,fishing,2.2705555555555557,55.3,-5.0,2
2018,fishing,2.004722222222222,55.2,-4.9,2
2019,trawlers,169.55027777777775,55.9,-5.4,7
2019,trawlers,557.1191666666666,55.7,-5.2,18
2019,trawlers,2194.153333333333,55.4,-4.9,46
2019,trawlers,1212.7911111111111,55.4,-5.3,50
2019,trawlers,2239.2247222222218,55.4,-5.4,50
2019,trawlers,1807.8275000000003,55.3,-5.0,51
2019,trawlers,1156.6377777777777,55.2,-5.1,49
2019,trawlers,113.47416666666666,55.6,-4.7,15
2019,fishing,149.15416666666667,55.4,-5.2,1
2019,fishing,116.75750000000002,55.3,-5.2,1
2019,trawlers,421.0830555555556,55.1,-5.3,25
2019,trawlers,1017.0891666666666,55.7,-5.1,24
2019,trawlers,1796.788611111112,55.2,-5.2,49
2019,trawlers,1039.89,55.4,-5.5,21
2019,trawlers,588.6363888888887,55.6,-5.1,19
2019,trawlers,1951.0222222222224,55.4,-5.0,53
2019,trawlers,795.9852777777778,55.4,-5.1,43
2019,trawlers,696.8994444444444,55.7,-4.9,29
2019,trawlers,859.1086111111113,55.3,-4.9,38
2019,trawlers,691.2591666666668,55.8,-5.2,18
2019,pots_and_traps,1.2094444444444443,55.0,-5.6,1
2019,trawlers,249.81083333333333,55.5,-4.7,16
2019,set_gillnets,608.5875000000001,55.9,-5.4,1
2019,trawlers,599.0269444444443,55.2,-5.0,38
2019,trawlers,2042.9188888888887,55.6,-4.9,31
2019,trawlers,994.9602777777777,55.5,-5.5,12
2019,trawlers,1188.2983333333334,55.6,-5.4,13
2019,trawlers,1930.7741666666666,55.5,-4.9,35
2019,fishing,52.84111111111111,55.7,-5.0,1
2019,set_gillnets,5.498888888888889,55.3,-4.9,2
2019,dredge_fishing,4.913888888888888,55.3,-5.6,1
2019,trawlers,130.50166666666667,55.9,-5.0,6
2019,fishing,3.7969444444444447,55.2,-5.2,1
2019,trawlers,3.579166666666667,55.1,-5.4,2
2019,trawlers,287.1380555555556,55.1,-5.1,16
2019,trawlers,2203.1588888888887,55.5,-4.8,45
2019,trawlers,1608.9797222222223,55.8,-4.9,11
2019,fishing,228.2563888888889,55.4,-5.4,1
2019,trawlers,0.6136111111111111,55.9,-4.7,2
2019,trawlers,372.3516666666667,55.6,-5.5,12
2019,fishing,118.85888888888891,55.4,-5.3,1
2019,fishing,70.96166666666666,55.6,-5.0,1
2019,trawlers,10.585,56.1,-5.5,3
2019,fishing,38.4575,55.6,-5.5,1
2019,trawlers,571.2658333333334,55.8,-5.3,16
2019,trawlers,1700.1950000000004,55.9,-4.9,6
2019,fishing,10.174166666666666,55.3,-5.4,1
2019,trawlers,0.35805555555555557,55.7,-5.5,1
2019,fishing,0.8988888888888888,55.2,-5.4,1
2019,dredge_fishing,41.25888888888889,55.3,-5.1,1
2019,dredge_fishing,55.465277777777786,55.3,-5.0,1
2019,trawlers,7.335833333333333,55.3,-5.5,5
2019,dredge_fishing,0.9444444444444444,55.2,-5.6,1
2019,set_gillnets,0.2658333333333333,55.8,-4.9,1
2019,trawlers,2.9050000000000002,55.1,-5.0,2
2019,fishing,42.52722222222222,55.3,-5.3,1
2019,set_gillnets,6.785555555555555,56.0,-5.4,1
2019,fishing,19.7825,55.1,-5.4,1
2019,trawlers,1.3358333333333334,56.1,-5.6,1
2019,fishing,3.9272222222222224,55.4,-4.9,1
2019,trawlers,2284.979444444444,55.5,-5.4,15
2019,set_gillnets,64.32277777777777,55.2,-5.0,2
2019,trawlers,2.099444444444444,55.0,-5.4,2
2019,fishing,56.19722222222222,55.4,-5.0,1
2019,fishing,71.7461111111111,55.3,-5.1,1
2019,dredge_fishing,1.9372222222222222,55.3,-5.2,1
2019,fishing,1.1833333333333333,55.2,-5.3,1
2019,trawlers,800.7899999999998,56.0,-4.9,2
2019,trawlers,285.4916666666666,56.0,-4.8,2
2019,trawlers,5.4272222222222215,55.2,-5.4,2
2019,trawlers,6.2730555555555565,55.9,-5.1,4
2019,dredge_fishing,1.738888888888889,55.3,-5.5,1
2019,trawlers,387.63305555555564,55.3,-5.4,37
2019,set_gillnets,7.684444444444444,55.1,-5.0,1
2019,dredge_fishing,62.08416666666666,55.2,-5.1,2
2019,fishing,1.1294444444444445,55.5,-5.1,1
2019,fishing,1.0222222222222221,55.4,-4.8,1
2019,trawlers,207.79055555555556,55.0,-5.2,20
2019,fishing,4.2602777777777785,55.8,-5.2,1
2019,fishing,25.502222222222223,55.7,-4.9,1
2019,dredge_fishing,0.2975,55.1,-5.2,1
2019,fishing,95.18305555555555,55.4,-5.5,1
2019,dredge_fishing,2.0675,55.5,-5.0,1
2019,trawlers,15.829722222222223,55.9,-5.3,6
2019,set_gillnets,12.012222222222224,56.0,-4.8,1
2019,dredge_fishing,20.816111111111113,55.2,-5.0,3
2019,fishing,38.784444444444446,55.5,-5.0,1
2019,dredge_fishing,48.59277777777779,55.3,-4.9,2
2019,set_gillnets,31.70833333333333,55.9,-4.9,1
2019,trawlers,1181.4916666666666,55.4,-4.8,39
2019,fishing,19.26,55.5,-4.9,1
2019,fishing,13.15,55.7,-5.4,1
2019,trawlers,1475.7799999999995,55.3,-5.3,46
2019,fishing,4.896111111111111,55.3,-5.0,3
2019,trawlers,3.5069444444444446,56.1,-5.3,1
2019,fishing,5.081666666666667,55.6,-4.8,1
2019,trawlers,0.5419444444444445,55.3,-5.6,1
2019,dredge_fishing,3.0894444444444447,55.0,-5.1,1
2019,trawlers,1068.0280555555555,55.4,-5.2,35
2019,fishing,1.4224999999999999,55.8,-5.3,1
2019,fishing,57.99916666666667,55.6,-4.9,1
2019,fishing,2.2955555555555556,55.6,-5.1,1
2019,trawlers,1189.1208333333334,55.7,-5.0,33
2019,trawlers,27.915000000000006,55.9,-5.2,5
2019,fishing,67.52944444444445,55.6,-5.4,1
2019,fishing,57.02583333333333,55.5,-5.5,1
2019,dredge_fishing,17.070277777777783,55.4,-5.0,1
2019,fishing,2.9272222222222224,55.1,-5.3,1
2019,other_purse_seines,0.5166666666666666,55.9,-5.4,1
2019,trawlers,96.51111111111112,55.8,-5.1,7
2019,fishing,73.64083333333332,55.7,-5.1,1
2019,trawlers,0.3747222222222222,55.9,-4.8,1
2019,fishing,45.721388888888896,55.4,-5.1,1
2019,trawlers,16.405555555555555,55.0,-5.3,5
2019,fishing,2.147777777777778,55.2,-5.6,1
2019,fishing,5.04611111111111,55.2,-5.5,1
2019,dredge_fishing,0.2997222222222222,55.1,-5.4,1
2019,fishing,233.89,55.5,-5.4,1
2019,fishing,0.33305555555555555,55.3,-5.6,1
2019,trawlers,1625.4702777777775,55.6,-5.0,25
2019,trawlers,1959.4708333333324,55.3,-5.2,54
2019,trawlers,1.8697222222222225,55.5,-5.1,1
2019,trawlers,1207.5936111111112,55.6,-4.8,32
2019,trawlers,2404.023611111111,55.3,-5.1,59
2019,trawlers,1812.382222222222,55.5,-5.0,26
2019,trawlers,1371.2649999999992,55.1,-5.2,44
2019,fishing,1.1130555555555555,55.7,-5.3,1
2019,trawlers,213.06027777777777,55.2,-5.3,24
2019,trawlers,14.335277777777778,55.4,-5.6,5
2019,fishing,1.6211111111111112,55.2,-5.0,1
2019,trawlers,175.65277777777774,56.0,-5.4,5
2019,dredge_fishing,4.483055555555556,55.1,-5.1,2
2019,trawlers,507.8075,55.7,-5.3,11
2019,trawlers,1085.5405555555556,55.8,-5.0,9
2019,set_gillnets,742.6977777777778,55.2,-4.9,2
2019,other_purse_seines,1.1833333333333333,56.0,-5.3,1
2019,trawlers,1.0916666666666668,55.0,-5.1,1
2019,set_gillnets,5.308333333333334,56.0,-4.9,1
2019,fishing,1.2891666666666666,55.5,-4.8,1
2019,trawlers,2064.736666666667,55.7,-5.4,13
2019,fishing,3.854444444444445,55.3,-4.9,1
2019,trawlers,9.457777777777778,56.0,-5.2,1
2019,trawlers,18.992777777777782,55.2,-4.9,6
2019,dredge_fishing,12.330555555555556,55.4,-4.9,1
2019,dredge_fishing,18.384722222222223,55.2,-5.2,1
2019,fishing,17.60388888888889,55.7,-5.2,1
2019,trawlers,9.3125,56.1,-4.9,1
2019,fishing,2.0,55.2,-5.1,1
2019,fishing,3.4891666666666667,55.3,-5.5,1
2020,trawlers,929.6883333333333,55.6,-5.4,13
2020,trawlers,1119.0677777777778,55.5,-5.0,21
2020,fishing,47.599999999999994,55.4,-5.0,1
